,timestep,node_idx,tier,power,is_bankrupt,stock,cash,order_from,buy_amount,unfilled,issued,receivable,payable,debt
9,23,23,3,1,False,76,85.0,,,806,0,0.0,0.0,0.0
10,23,23,4,1,False,329,35.0,,,797,59,0.0,0.0,0.0
11,23,23,4,1,False,303,35.0,,,0,1168,0.0,0.0,0.0
12,23,23,4,1,False,0,35.0,,,506,0,0.0,0.0,0.0
13,23,23,4,1,False,50,35.0,,,1122,0,0.0,0.0,0.0
14,23,23,5,2,True,223,0.0,,,354,428,0.0,0.0,0.0
15,23,23,5,2,False,0,-15.0,,,846,0,0.0,0.0,0.0
16,23,23,5,1,True,226,0.0,,,0,350,0.0,0.0,0.0
17,23,23,6,1,True,369,-25.0,,,0,0,0.0,0.0,0.0
18,23,23,6,1,False,21,2651.0,19.0,31.0,14,388,0.0,0.0,0.0
19,23,23,7,-1,False,388,9.223372036854776e+18,,,-388,0,0.0,0.0,0.0
0,24,24,0,-1,False,9223372036854769616,6071.0,,,0,6191,0.0,0.0,0.0
1,24,24,1,3,False,796,-3294.0,,,0,2678,0.0,0.0,0.0
2,24,24,1,2,False,1135,-2537.0,,,0,1582,0.0,0.0,0.0
3,24,24,2,2,False,930,130.0,,,343,1755,0.0,0.0,0.0
4,24,24,2,2,False,343,130.0,,,796,0,0.0,0.0,0.0
5,24,24,2,2,False,564,130.0,,,1135,668,0.0,0.0,0.0
6,24,24,3,1,False,0,80.0,,,1139,50,0.0,0.0,0.0
7,24,24,3,1,False,0,80.0,,,0,0,0.0,0.0,0.0
8,24,24,3,2,False,438,80.0,,,343,1859,0.0,0.0,0.0
9,24,24,3,1,False,76,80.0,,,806,0,0.0,0.0,0.0
10,24,24,4,1,False,329,30.0,,,797,59,0.0,0.0,0.0
11,24,24,4,1,False,303,30.0,,,0,1168,0.0,0.0,0.0
12,24,24,4,1,False,0,30.0,,,506,0,0.0,0.0,0.0
13,24,24,4,1,False,50,30.0,,,1122,0,0.0,0.0,0.0
14,24,24,5,2,True,223,0.0,,,354,428,0.0,0.0,0.0
15,24,24,5,2,False,0,-20.0,,,846,0,0.0,0.0,0.0
16,24,24,5,1,True,226,0.0,,,0,350,0.0,0.0,0.0
17,24,24,6,1,True,369,-25.0,,,0,0,0.0,0.0,0.0
18,24,24,6,1,False,0,2793.0,19.0,51.0,44,409,0.0,0.0,0.0
19,24,24,7,-1,False,409,9.223372036854776e+18,,,-409,0,0.0,0.0,0.0
0,25,25,0,-1,False,9223372036854769616,6066.0,,,0,6191,0.0,0.0,0.0
1,25,25,1,3,False,796,-3299.0,,,0,2678,0.0,0.0,0.0
2,25,25,1,2,False,1135,-2542.0,,,0,1582,0.0,0.0,0.0
3,25,25,2,2,False,930,125.0,,,343,1755,0.0,0.0,0.0
4,25,25,2,2,False,343,125.0,,,796,0,0.0,0.0,0.0
5,25,25,2,2,False,564,125.0,,,1135,668,0.0,0.0,0.0
6,25,25,3,1,False,0,75.0,,,1139,50,0.0,0.0,0.0
7,25,25,3,1,False,0,75.0,,,0,0,0.0,0.0,0.0
8,25,25,3,2,False,438,75.0,,,343,1859,0.0,0.0,0.0
9,25,25,3,1,False,76,75.0,,,806,0,0.0,0.0,0.0
10,25,25,4,1,False,329,25.0,,,797,59,0.0,0.0,0.0
11,25,25,4,1,False,303,25.0,,,0,1168,0.0,0.0,0.0
12,25,25,4,1,False,0,25.0,,,506,0,0.0,0.0,0.0
13,25,25,4,1,False,50,25.0,,,1122,0,0.0,0.0,0.0
14,25,25,5,2,True,223,0.0,,,354,428,0.0,0.0,0.0
15,25,25,5,2,False,0,-25.0,18.0,44.0,890,0,0.0,0.0,0.0
16,25,25,5,1,True,226,0.0,,,0,350,0.0,0.0,0.0
17,25,25,6,1,True,369,-25.0,,,0,0,0.0,0.0,0.0
18,25,25,6,1,False,0,2788.0,19.0,34.0,78,409,0.0,0.0,0.0
19,25,25,7,-1,False,409,9.223372036854776e+18,,,-409,0,0.0,0.0,0.0
0,26,26,0,-1,False,9223372036854769616,6061.0,,,0,6191,0.0,0.0,0.0
1,26,26,1,3,False,796,-3304.0,,,0,2678,0.0,0.0,0.0
2,26,26,1,2,False,1135,-2547.0,,,0,1582,0.0,0.0,0.0
3,26,26,2,2,False,930,120.0,,,343,1755,0.0,0.0,0.0
4,26,26,2,2,False,343,120.0,,,796,0,0.0,0.0,0.0
5,26,26,2,2,False,564,120.0,,,1135,668,0.0,0.0,0.0
6,26,26,3,1,False,0,70.0,,,1139,50,0.0,0.0,0.0
7,26,26,3,1,False,0,70.0,,,0,0,0.0,0.0,0.0
8,26,26,3,2,False,438,70.0,,,343,1859,0.0,0.0,0.0
9,26,26,3,1,False,76,70.0,,,806,0,0.0,0.0,0.0
10,26,26,4,1,False,329,20.0,,,797,59,0.0,0.0,0.0
11,26,26,4,1,False,0,20.0,15.0,890.0,587,1471,0.0,0.0,0.0
12,26,26,4,1,False,0,20.0,,,506,0,0.0,0.0,0.0
13,26,26,4,1,False,50,20.0,,,1122,0,0.0,0.0,0.0
14,26,26,5,2,True,223,0.0,,,354,428,0.0,0.0,0.0
15,26,26,5,2,False,225,-30.0,18.0,78.0,587,78,0.0,0.0,0.0
16,26,26,5,1,True,226,0.0,,,0,350,0.0,0.0,0.0
17,26,26,6,1,True,369,-25.0,,,0,0,0.0,0.0,0.0
18,26,26,6,1,False,21,3182.0,19.0,57.0,0,466,0.0,0.0,0.0
19,26,26,7,-1,False,466,9.223372036854776e+18,,,-466,0,0.0,0.0,0.0
